Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
19,19,BOS,Avery Bradley,University of Texas at Austin,5,282,7248,2959,710,423,.435,.360,.781,25.7,10.5,2.5,1.5,6.6,.043
20,20,SAS,James Anderson,Oklahoma State University,4,196,3599,1243,474,250,.417,.330,.755,18.4,6.3,2.4,1.3,3.6,.047
21,21,OKC,Craig Brackins,Iowa State University,2,17,121,30,19,9,.265,.214,.500,7.1,1.8,1.1,0.5,-0.2,-0.089
22,22,POR,Elliot Williams,University of Memphis,3,104,1425,529,157,90,.426,.312,.667,13.7,5.1,1.5,0.9,0.8,.026
23,23,MIN,Trevor Booker,Clemson University,5,314,6328,2079,1591,262,.521,.319,.606,20.2,6.6,5.1,0.8,15.8,.120
24,24,ATL,Damion James,University of Texas at Austin,4,39,623,150,131,26,.415,.000,.667,16.0,3.8,3.4,0.7,0.0,-0.001
25,25,MEM,Dominique Jones,University of South Florida,3,80,741,246,114,144,.366,.095,.729,9.3,3.1,1.4,1.8,0.3,.017
26,26,OKC,Quincy Pondexter,University of Washington,5,279,5042,1466,567,230,.424,.365,.732,18.1,5.3,2.0,0.8,9.1,.087
27,27,NJN,Jordan Crawford,Xavier University,4,257,6348,3132,665,813,.405,.306,.828,24.7,12.2,2.6,3.2,5.2,.039
28,28,MEM,Greivis Vasquez,University of Maryland,5,375,9021,3454,972,1839,.422,.356,.816,24.1,9.2,2.6,4.9,12.9,.069
29,29,ORL,Daniel Orton,University of Kentucky,3,51,542,143,126,24,.485,.000,.597,10.6,2.8,2.5,0.5,1.0,.093
30,30,WAS,Lazar Hayward,Marquette University,3,72,591,207,90,35,.347,.269,.767,8.2,2.9,1.3,0.5,0.2,.020
31,31,NJN,Tibor Pleiss,,,,,,,,,,,,,,,,
32,32,MIA,Dexter Pittman,University of Texas at Austin,4,50,347,116,89,9,.450,,.545,6.9,2.3,1.8,0.2,0.5,.068
33,33,SAC,Hassan Whiteside,Marshall University,3,67,1253,593,521,6,.616,,.494,18.7,8.9,7.8,0.1,5.4,.208
34,34,POR,Armon Johnson,University of Nevada Reno,2,47,401,157,49,56,.458,.400,.679,8.5,3.3,1.0,1.2,-0.1,-0.015
35,35,WAS,Nemanja Bjelica,,,,,,,,,,,,,,,,
36,36,DET,Terrico White,University of Mississippi,,,,,,,,,,,,,,,
37,37,MIL,Darington Hobson,University of New Mexico,1,5,39,4,3,6,.154,.000,,7.8,0.8,0.6,1.2,-0.2,-0.225
38,38,NYK,Andy Rautins,Syracuse University,1,5,24,8,1,3,.429,.250,.500,4.8,1.6,0.2,0.6,-0.2,-0.314
39,39,NYK,Landry Fields,Stanford University,5,255,6010,1731,1092,419,.473,.332,.666,23.6,6.8,4.3,1.6,10.5,.084
40,40,IND,Lance Stephenson,University of Cincinnati,5,271,7160,2411,1210,889,.444,.297,.669,26.4,8.9,4.5,3.3,11.5,.077
41,41,MIA,Jarvis Varnado,Mississippi State University,2,37,397,107,72,16,.582,,.518,10.7,2.9,1.9,0.4,0.7,.089
42,42,MIA,Da'Sean Butler,West Virginia University,,,,,,,,,,,,,,,
43,43,LAL,Devin Ebanks,West Virginia University,3,63,711,224,122,24,.385,.222,.722,11.3,3.6,1.9,0.4,0.5,.035
44,44,MIL,Jerome Jordan,University of Tulsa,2,65,491,180,132,17,.528,,.852,7.6,2.8,2.0,0.3,1.7,.168
45,45,MIN,Paulao Prestes,,,,,,,,,,,,,,,,
46,46,PHO,Gani Lawal,Georgia Institute of Technology,1,1,2,0,0,0,,,,2.0,0.0,0.0,0.0,0.0,-0.009
47,47,MIL,Tiny Gallon,University of Oklahoma,,,,,,,,,,,,,,,
48,48,MIA,Latavious Williams,,,,,,,,,,,,,,,,
49,49,SAS,Ryan Richards,,,,,,,,,,,,,,,,
50,50,DAL,Solomon Alabi,Florida State University,2,26,181,39,61,5,.314,,.700,7.0,1.5,2.3,0.2,0.0,.010
51,51,OKC,Magnum Rolle,Louisiana Tech University,,,,,,,,,,,,,,,
52,52,BOS,Luke Harangody,University of Notre Dame,2,70,871,253,196,36,.376,.241,.737,12.4,3.6,2.8,0.5,0.9,.048
53,53,ATL,Pape Sy,,1,3,21,7,3,2,.333,.000,1.000,7.0,2.3,1.0,0.7,0.0,-0.047
54,54,LAC,Willie Warren,University of Oklahoma,1,19,134,37,12,27,.371,.333,.750,7.1,1.9,0.6,1.4,0.2,.065
55,55,UTA,Jeremy Evans,Western Kentucky University,5,219,2370,806,586,105,.570,.200,.684,10.8,3.7,2.7,0.5,7.6,.154
56,56,MIN,Hamady N'Diaye,Rutgers University,3,33,157,20,25,3,.467,,.462,4.8,0.6,0.8,0.1,0.0,.013
57,57,IND,Ryan Reid,Florida State University,1,5,17,8,2,0,.800,,,3.4,1.6,0.4,0.0,0.1,.142
58,58,LAL,Derrick Caracter,University of Texas at El Paso,1,41,215,81,43,7,.485,,.739,5.2,2.0,1.0,0.2,0.3,.057
59,59,ORL,Stanley Robinson,University of Connecticut,,,,,,,,,,,,,,,
60,60,PHO,Dwayne Collins,University of Miami,,,,,,,,,,,,,,,
