Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
40,40,GSW,Monta Ellis,,10,678,24279,13107,2399,3237,.454,.314,.773,35.8,19.3,3.5,4.8,36.6,.072
41,41,TOR,Roko Ukic,,2,85,987,341,78,165,.387,.189,.746,11.6,4.0,0.9,1.9,-0.2,-0.007
42,42,GSW,Chris Taft,University of Pittsburgh,1,17,144,47,36,2,.605,,.167,8.5,2.8,2.1,0.1,0.5,.155
43,43,NJN,Mile Ilic,,1,5,6,0,1,0,.000,,,1.2,0.0,0.2,0.0,-0.2,-1.264
44,44,ORL,Martynas Andriuskevicius,,1,6,9,0,4,0,.000,,,1.5,0.0,0.7,0.0,0.0,.155
45,45,PHI,Louis Williams,,10,634,14535,7576,1267,1869,.416,.341,.816,22.9,11.9,2.0,2.9,36.8,.121
46,46,IND,Erazem Lorbek,,,,,,,,,,,,,,,,
47,47,MIN,Bracey Wright,Indiana University,2,26,325,129,39,20,.405,.324,.794,12.5,5.0,1.5,0.8,0.5,.068
48,48,SEA,Mickael Gelabale,,3,145,2348,670,330,115,.470,.316,.815,16.2,4.6,2.3,0.8,3.0,.062
49,49,WAS,Andray Blatche,,9,564,12462,5706,3024,798,.467,.237,.725,22.1,10.1,5.4,1.4,19.2,.074
50,50,BOS,Ryan Gomes,Providence College,8,487,13463,4926,2239,712,.445,.349,.799,27.6,10.1,4.6,1.5,19.4,.069
51,51,UTA,Robert Whaley,Walsh University,1,23,212,49,43,17,.404,,.500,9.2,2.1,1.9,0.7,0.0,.004
52,52,DEN,Axel Hervelle,,,,,,,,,,,,,,,,
53,53,BOS,Orien Greene,University of Louisiana at Lafayette,4,131,1555,326,195,155,.387,.212,.642,11.9,2.5,1.5,1.2,-0.7,-0.022
54,54,NYK,Dijon Thompson,University of California Los Angeles,2,16,93,45,19,3,.425,.308,.875,5.8,2.8,1.2,0.2,0.2,.102
55,55,SEA,Lawrence Roberts,Mississippi State University,2,87,1150,334,310,35,.452,.000,.688,13.2,3.8,3.6,0.4,2.5,.106
56,56,DET,Amir Johnson,,10,586,13215,4462,3344,617,.573,.340,.688,22.6,7.6,5.7,1.1,39.2,.142
57,57,PHO,Marcin Gortat,,8,520,13053,5133,3933,472,.549,.176,.678,25.1,9.9,7.6,0.9,40.9,.151
58,58,TOR,Uros Slokar,,1,20,72,38,14,1,.538,.500,.692,3.6,1.9,0.7,0.1,0.1,.042
59,59,ATL,Cenk Akyol,,,,,,,,,,,,,,,,
60,60,DET,Alex Acker,Pepperdine University,2,30,234,81,29,16,.370,.320,.500,7.8,2.7,1.0,0.5,-0.2,-0.043
