Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
47,47,UTA,Mo Williams,University of Alabama,12,777,23124,10421,2192,3892,.434,.379,.870,29.8,13.4,2.8,5.0,38.9,.081
48,48,NOH,James Lang,,1,11,55,11,11,2,.444,,.600,5.0,1.0,1.0,0.2,0.1,.047
49,49,IND,James Jones,University of Miami,12,613,10254,3407,1189,338,.398,.398,.848,16.7,5.6,1.9,0.6,23.2,.109
50,50,PHI,Paccelis Morlende,,,,,,,,,,,,,,,,
51,51,NJN,Kyle Korver,Creighton University,12,884,23161,8878,2748,1603,.442,.432,.881,26.2,10.0,3.1,1.8,57.5,.119
52,52,TOR,Remon Van de Hare,,,,,,,,,,,,,,,,
53,53,CHI,Tommy Smith,Arizona State University,,,,,,,,,,,,,,,
54,54,POR,Nedzad Sinanovic,,,,,,,,,,,,,,,,
55,55,MIN,Rick Rickert,University of Minnesota,,,,,,,,,,,,,,,
56,56,BOS,Brandon Hunter,Ohio University,2,67,630,220,187,22,.476,.000,.488,9.4,3.3,2.8,0.3,0.7,.055
57,57,DAL,Xue Yuyang,,,,,,,,,,,,,,,,
58,58,DET,Andreas Glyniadakis,,1,13,81,17,8,1,.471,,.500,6.2,1.3,0.6,0.1,-0.2,-0.143
